"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"sample_id"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000414303.7"	1584	4	1583	"+"	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	406979	161468	169738	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	"AMY2A-201"	"2A"	"HG02300"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	155	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	161468	169738
"ENST00000610648.1"	1736	4	1733	"+"	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	406979	115144	123566	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	"AMY2B-208"	"2B"	"HG02300"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	155	"HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1"	115144	123566
"ENST00000370083.9"	1785	2	1784	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	199618	208398	1769	8780	0	"P"	557	1686	1686	1e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY1A-201"	"1"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	199618	208398
"ENST00000370083.9"	1785	2	1784	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	315357	324151	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY1A-201"	"1"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	315357	324151
"ENST00000414303.7"	1584	4	1583	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	277101	285371	1563	8270	0	"P"	488	1488	1488	5e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY2A-201"	"2A"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	277101	285371
"ENST00000414303.7"	1584	4	1583	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	161364	169634	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY2A-201"	"2A"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	161364	169634
"ENST00000610648.1"	1736	4	1733	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	115025	123447	1720	8422	2	"P"	531	1638	1626	1e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY2B-208"	"2B"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	115025	123447
"ENST00000610648.1"	1736	4	1733	"+"	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	428452	230768	239190	1708	8422	0	"S"	527	1626	NA	6e-04	0	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	"AMY2B-208"	"2B"	"HG02647"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0"	230768	239190
"ENST00000370083.9"	1785	2	1784	"+"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	387969	396761	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY1A-201"	"1"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	387969	396761
"ENST00000370083.9"	1785	2	1784	"-"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	325471	334264	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY1A-201"	"1"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	325471	334264
"ENST00000370083.9"	1785	2	1784	"-"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	231309	240102	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY1A-201"	"1"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	231309	240102
"ENST00000370083.9"	1785	2	1784	"+"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	199654	208448	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY1A-201"	"1"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	199654	208448
"ENST00000370083.9"	1785	2	1784	"+"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	293802	302594	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY1A-201"	"1"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	293802	302594
"ENST00000414303.7"	1584	4	1583	"+"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	161398	169668	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY2A-201"	"2A"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	161398	169668
"ENST00000610648.1"	1736	4	1733	"+"	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	502054	115070	123494	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	"AMY2B-208"	"2B"	"HG02071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	99	"HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0"	115070	123494
"ENST00000370083.9"	1785	2	1784	"-"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	325482	334275	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY1A-201"	"1"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	325482	334275
"ENST00000370083.9"	1785	2	1784	"+"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	199697	208490	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY1A-201"	"1"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	199697	208490
"ENST00000370083.9"	1785	2	1784	"-"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	231351	240145	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY1A-201"	"1"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	231351	240145
"ENST00000370083.9"	1785	2	1784	"+"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	387957	396749	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY1A-201"	"1"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	387957	396749
"ENST00000370083.9"	1785	2	1784	"+"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	293827	302619	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY1A-201"	"1"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	293827	302619
"ENST00000414303.7"	1584	4	1583	"+"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	161443	169713	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY2A-201"	"2A"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	161443	169713
"ENST00000610648.1"	1736	4	1733	"+"	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	501992	115113	123535	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	"AMY2B-208"	"2B"	"HG02293"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1"	115113	123535
"ENST00000370083.9"	1785	2	1784	"+"	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	406861	293759	302549	1769	8790	0	"P"	557	1686	1686	1e-04	0	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	"AMY1A-201"	"1"	"HG02809"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	293759	302549
"ENST00000370083.9"	1785	2	1784	"+"	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	406861	199637	208429	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	"AMY1A-201"	"1"	"HG02809"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	199637	208429
"ENST00000370083.9"	1785	2	1784	"-"	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	406861	231290	240080	1769	8790	0	"S"	557	1686	NA	1e-04	0	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	"AMY1A-201"	"1"	"HG02809"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	231290	240080
"ENST00000414303.7"	1584	4	1583	"+"	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	406861	161349	169654	1569	8305	29	"P"	486	1494	1342	8e-04	0	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	"AMY2A-201"	"2A"	"HG02809"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	161349	169654
"ENST00000610648.1"	1736	4	1733	"+"	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	406861	115015	123435	1720	8420	48	"P"	531	1638	1371	1e-04	0	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	"AMY2B-208"	"2B"	"HG02809"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0"	115015	123435
"ENST00000370083.9"	1785	2	1784	"+"	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	378589	265536	274327	1769	8791	51	"P"	557	1686	1393	1e-04	0	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	"AMY1A-201"	"1"	"HG002"	"0-3-7-9-4-6-8-5-2-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-2.1-5.0-2.0-1.0"	154	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	265536	274327
"ENST00000414303.7"	1584	4	1583	"+"	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	378589	161423	169728	1563	8305	28	"P"	488	1488	1342	5e-04	0	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	"AMY2A-201"	"2A"	"HG002"	"0-3-7-9-4-6-8-5-2-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-2.1-5.0-2.0-1.0"	154	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	161423	169728
"ENST00000610648.1"	1736	4	1733	"+"	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	378589	115090	123512	1720	8422	52	"P"	531	1638	1347	1e-04	0	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	"AMY2B-208"	"2B"	"HG002"	"0-3-7-9-4-6-8-5-2-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-2.1-5.0-2.0-1.0"	154	"HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1"	115090	123512
"ENST00000370083.9"	1785	2	1784	"-"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	325497	334289	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY1A-201"	"1"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	325497	334289
"ENST00000370083.9"	1785	2	1784	"-"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	231364	240156	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY1A-201"	"1"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	231364	240156
"ENST00000370083.9"	1785	2	1784	"+"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	387977	396768	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY1A-201"	"1"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	387977	396768
"ENST00000370083.9"	1785	2	1784	"+"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	199710	208502	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY1A-201"	"1"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	199710	208502
"ENST00000370083.9"	1785	2	1784	"+"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	293841	302633	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY1A-201"	"1"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	293841	302633
"ENST00000414303.7"	1584	4	1583	"+"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	161452	169722	1563	8270	28	"P"	488	1488	1342	5e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY2A-201"	"2A"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	161452	169722
"ENST00000610648.1"	1736	4	1733	"+"	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	501926	115120	123542	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	"AMY2B-208"	"2B"	"HG01099"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	154	"HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1"	115120	123542
"ENST00000370083.9"	1785	2	1784	"+"	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	501915	293795	302586	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	"AMY1A-201"	"1"	"HG03927"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	154	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	293795	302586
"ENST00000370083.9"	1785	2	1784	"-"	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	501915	325445	334236	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	"AMY1A-201"	"1"	"HG03927"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	154	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	325445	334236
"ENST00000370083.9"	1785	2	1784	"-"	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	501915	231328	240119	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	"AMY1A-201"	"1"	"HG03927"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	154	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	231328	240119
"ENST00000370083.9"	1785	2	1784	"+"	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	501915	387906	396697	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	"AMY1A-201"	"1"	"HG03927"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	154	"HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1"	387906	396697
