"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000610648.1"	1736	4	1733	"+"	"HG03579#2#JAGYVT010000094.1_51581892_51895531_0"	313639	115005	123426	1720	8421	50	"P"	531	1638	1360	1e-04	0	"HG03579#2#JAGYVT010000094.1_51581892_51895531_0"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51581990	"HG03579#2#JAGYVT010000094.1_51581892_51895531_0"	115005	123426
"ENST00000370083.9"	1785	2	1784	"-"	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	406958	231417	240208	1769	8791	0	"P"	557	1686	1686	1e-04	0	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	2103631	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	231417	240208
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	406958	293881	302672	1769	8791	0	"S"	557	1686	NA	1e-04	0	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	2103631	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	293881	302672
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	406958	199767	208557	1769	8790	0	"S"	557	1686	NA	1e-04	0	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	2103631	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	199767	208557
"ENST00000414303.7"	1584	4	1583	"+"	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	406958	161455	169760	1568	8305	29	"P"	486	1493	1342	8e-04	0	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	2103631	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	161455	169760
"ENST00000610648.1"	1736	4	1733	"+"	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	406958	115097	123519	1720	8422	48	"P"	531	1638	1371	1e-04	0	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	2103631	"NA18906#1#JAHEOO010000054.1_2103477_2510435_1"	115097	123519
"ENST00000370083.9"	1785	2	1784	"-"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	325356	334149	1769	8793	0	"P"	557	1686	1686	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	325356	334149
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	199586	208378	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	199586	208378
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	293700	302492	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	293700	302492
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	387830	396622	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	387830	396622
"ENST00000370083.9"	1785	2	1784	"-"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	231242	240034	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	231242	240034
"ENST00000414303.7"	1584	4	1583	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	161333	169596	1569	8263	29	"P"	486	1494	1342	8e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	161333	169596
"ENST00000610648.1"	1736	4	1733	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	115014	123434	1720	8420	48	"P"	531	1638	1371	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	93748393	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	115014	123434
"ENST00000370083.9"	1785	2	1784	"+"	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	407809	199725	208517	1769	8792	0	"P"	557	1686	1686	1e-04	0	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	30103544	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	199725	208517
"ENST00000370083.9"	1785	2	1784	"+"	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	407809	293861	302652	1769	8791	0	"S"	557	1686	NA	1e-04	0	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	30103544	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	293861	302652
"ENST00000370083.9"	1785	2	1784	"-"	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	407809	231382	240174	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	30103544	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	231382	240174
"ENST00000414303.7"	1584	4	1583	"+"	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	407809	161463	169734	1574	8271	30	"P"	491	1499	1342	1e-04	0	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	30103544	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	161463	169734
"ENST00000610648.1"	1736	4	1733	"+"	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	407809	115135	123559	1720	8424	48	"P"	531	1638	1371	1e-04	0	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	30103544	"NA19240#1#JAHEOM010000047.1_30103390_30511199_1"	115135	123559
"ENST00000370083.9"	1785	2	1784	"+"	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	407694	293642	302433	1769	8791	0	"P"	557	1686	1686	1e-04	0	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	37445421	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	293642	302433
"ENST00000370083.9"	1785	2	1784	"+"	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	407694	199559	208350	1769	8791	0	"S"	557	1686	NA	1e-04	0	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	37445421	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	199559	208350
"ENST00000370083.9"	1785	2	1784	"-"	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	407694	231208	239999	1769	8791	0	"S"	557	1686	NA	1e-04	0	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	37445421	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	231208	239999
"ENST00000414303.7"	1584	4	1579	"+"	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	407694	161309	169575	1552	8266	26	"P"	481	1477	1342	0.0014	0	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	"AMY2A-201"	"2A"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	37445421	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	161309	169575
"ENST00000610648.1"	1736	4	1733	"+"	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	407694	114993	123415	1720	8422	48	"P"	531	1638	1371	1e-04	0	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	"AMY2B-208"	"2B"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	37445421	"NA19240#2#JAHEOL010000010.1_37445323_37853017_0"	114993	123415
"ENST00000370083.9"	1785	2	1784	"-"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	231221	240012	1769	8791	0	"P"	557	1686	1686	1e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	231221	240012
"ENST00000370083.9"	1785	2	1784	"+"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	366081	374872	1769	8791	0	"S"	557	1686	NA	1e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	366081	374872
"ENST00000370083.9"	1785	2	1784	"+"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	199566	208358	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	199566	208358
"ENST00000370083.9"	1785	2	1784	"-"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	303638	312430	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	303638	312430
"ENST00000414303.7"	1584	4	1583	"-"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	269995	278265	1571	8270	0	"P"	486	1496	1494	8e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	269995	278265
"ENST00000414303.7"	1584	4	1583	"+"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	161308	169578	1569	8270	0	"S"	486	1494	NA	8e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	161308	169578
"ENST00000610648.1"	1736	4	1733	"+"	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	479236	114981	123392	1717	8411	40	"P"	524	1635	1411	9e-04	0	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	90137	"NA20129#2#JAHEPD010000155.1_90039_569275_0"	114981	123392
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_chm13_103304997_103901127_0"	596130	387907	396697	1769	8790	0	"P"	557	1686	1686	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	387907	396697
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_chm13_103304997_103901127_0"	596130	482041	490833	1769	8792	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	482041	490833
"ENST00000370083.9"	1785	2	1784	"-"	"chr1_chm13_103304997_103901127_0"	596130	231284	240077	1769	8793	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	231284	240077
"ENST00000370083.9"	1785	2	1784	"-"	"chr1_chm13_103304997_103901127_0"	596130	419562	428353	1769	8791	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	419562	428353
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_chm13_103304997_103901127_0"	596130	293773	302564	1769	8791	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	293773	302564
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_chm13_103304997_103901127_0"	596130	199630	208423	1769	8793	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	199630	208423
"ENST00000370083.9"	1785	2	1784	"-"	"chr1_chm13_103304997_103901127_0"	596130	325430	334221	1769	8791	0	"S"	557	1686	NA	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	325430	334221
"ENST00000414303.7"	1584	4	1583	"+"	"chr1_chm13_103304997_103901127_0"	596130	161379	169649	1574	8270	15	"P"	491	1499	1420	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	161379	169649
"ENST00000610648.1"	1736	4	1733	"+"	"chr1_chm13_103304997_103901127_0"	596130	115049	123473	1720	8424	44	"P"	531	1638	1394	1e-04	0	"chr1_chm13_103304997_103901127_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	115049	123473
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_hg19_103998686_104406594_0"	407908	199697	208489	1769	8792	0	"P"	557	1686	1686	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103998785	"chr1_hg19_103998686_104406594_0"	199697	208489
"ENST00000370083.9"	1785	2	1784	"-"	"chr1_hg19_103998686_104406594_0"	407908	231351	240144	1769	8793	0	"S"	557	1686	NA	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103998785	"chr1_hg19_103998686_104406594_0"	231351	240144
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_hg19_103998686_104406594_0"	407908	293835	302627	1769	8792	0	"S"	557	1686	NA	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103998785	"chr1_hg19_103998686_104406594_0"	293835	302627
"ENST00000414303.7"	1584	4	1583	"+"	"chr1_hg19_103998686_104406594_0"	407908	161366	169715	1574	8349	30	"P"	491	1499	1342	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103998785	"chr1_hg19_103998686_104406594_0"	161366	169715
"ENST00000610648.1"	1736	4	1733	"+"	"chr1_hg19_103998686_104406594_0"	407908	115039	123463	1720	8424	48	"P"	531	1638	1371	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103998785	"chr1_hg19_103998686_104406594_0"	115039	123463
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_hg38_103456064_103863972_0"	407908	199697	208489	1769	8792	0	"P"	557	1686	1686	1e-04	0	"chr1_hg38_103456064_103863972_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103456163	"chr1_hg38_103456064_103863972_0"	199697	208489
"ENST00000370083.9"	1785	2	1784	"-"	"chr1_hg38_103456064_103863972_0"	407908	231351	240144	1769	8793	0	"S"	557	1686	NA	1e-04	0	"chr1_hg38_103456064_103863972_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103456163	"chr1_hg38_103456064_103863972_0"	231351	240144
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_hg38_103456064_103863972_0"	407908	293835	302627	1769	8792	0	"S"	557	1686	NA	1e-04	0	"chr1_hg38_103456064_103863972_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103456163	"chr1_hg38_103456064_103863972_0"	293835	302627
"ENST00000414303.7"	1584	4	1583	"+"	"chr1_hg38_103456064_103863972_0"	407908	161366	169715	1574	8349	30	"P"	491	1499	1342	1e-04	0	"chr1_hg38_103456064_103863972_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103456163	"chr1_hg38_103456064_103863972_0"	161366	169715
"ENST00000610648.1"	1736	4	1733	"+"	"chr1_hg38_103456064_103863972_0"	407908	115039	123463	1720	8424	48	"P"	531	1638	1371	1e-04	0	"chr1_hg38_103456064_103863972_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	103456163	"chr1_hg38_103456064_103863972_0"	115039	123463
"AMYP1-201"	1023	4	1022	"-"	"HG01243#1#JAHEOY010000013.1_90081_424495_0"	334414	197680	203824	998	6144	34	"P"	303	948	829	0.0013	0	"HG01243#1#JAHEOY010000013.1_90081_424495_0"	"AMYP1-201"	"2Ap"	"1-2-5-2-4-3-0"	"1.0-2.0-5.1-2.1-4.0-3.0-0.0"	90179	"HG01243#1#JAHEOY010000013.1_90081_424495_0"	197680	203824
"AMYP1-201"	1023	4	1022	"-"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	84931	91075	1010	6144	2	"P"	305	960	951	0.0015	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMYP1-201"	"2Ap"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	84931	91075
"AMYP1-201"	1023	4	1022	"+"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	166560	172704	1001	6144	0	"S"	303	951	NA	0.0019	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMYP1-201"	"2Ap"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	166560	172704
"AMYP1-201"	1023	4	1022	"-"	"HG03492#2#JAHEPH010000288.1_2098270_2432686_1"	334416	197734	203878	998	6144	34	"P"	303	948	829	0.0013	0	"HG03492#2#JAHEPH010000288.1_2098270_2432686_1"	"AMYP1-201"	"2Ap"	"1-2-5-2-4-3-0"	"1.0-2.0-5.1-2.1-4.0-3.0-0.0"	2098424	"HG03492#2#JAHEPH010000288.1_2098270_2432686_1"	197734	203878
"AMYP1-201"	1023	4	1022	"-"	"chr1_chm13_103304997_103901127_0"	596130	270113	276257	1010	6144	0	"S"	305	960	NA	0.0015	0	"chr1_chm13_103304997_103901127_0"	"AMYP1-201"	"2Ap"	"1-2-5-2-6-4-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	103305096	"chr1_chm13_103304997_103901127_0"	270113	276257
